t_s,muestra,modo_decision,pose_fuente,ruta_celdas,waypoints_total,waypoint_indice,distancia_waypoint_m,grid_fila,grid_columna,ps0_frontal_der,ps7_frontal_izq,ps2_lateral_der,ps5_lateral_izq,frontal_crudo,frontal_filtrado,frontal_kalman,kalman_ganancia,kalman_p,encoder_izq_rad,encoder_der_rad,avance_ds_m,velocidad_lineal_m_s,velocidad_angular_rad_s,odom_x_m,odom_y_m,odom_theta_rad,valor_decision,vel_motor_izq_rad_s,vel_motor_der_rad_s,accion,bloqueo_contador
1.216,19,kalman,supervisor,11,7,0,0.0889,12,1,67.686,64.656,67.936,66.03,66.171,65.852,68.107,0.17317,3.80981,3.3284,0.04396,0.002832,0.04425,-0.2321,-1.18553,-1.12425,0.32035,68.107,2.374,2.016,SEGUIR_RUTA,0
1.28,20,kalman,supervisor,11,7,0,0.0861,12,1,63.675,70.418,65.771,69.959,67.046,65.974,68.204,0.17324,3.81122,3.47912,0.16956,0.002832,0.04425,-0.15474,-1.18286,-1.12338,0.31226,68.204,2.346,2.044,SEGUIR_RUTA,0
1.344,21,kalman,supervisor,11,7,0,0.08329,12,1,67.986,65.157,62.879,57.993,66.572,65.724,68.209,0.17328,3.81218,3.62984,0.30144,0.002897,0.04526,-0.11605,-1.18019,-1.12252,0.30543,68.209,2.323,2.067,SEGUIR_RUTA,0
1.408,22,kalman,supervisor,11,7,0,0.08049,12,1,67.522,68.806,68.002,66.481,68.164,66.501,68.488,0.17331,3.81284,3.78056,0.43332,0.002897,0.04526,-0.11605,-1.17751,-1.12169,0.29965,68.488,2.304,2.086,SEGUIR_RUTA,0
1.472,23,kalman,supervisor,11,7,1,0.07768,12,1,63.595,71.372,62.485,70.073,67.483,67.087,68.595,0.17333,3.81329,3.925,0.5652,0.002832,0.04425,-0.07737,-1.17482,-1.12087,0.29474,68.595,-4.692,4.692,GIRAR_A_WAYPOINT,0
1.536,24,kalman,supervisor,11,7,1,0.62543,12,1,70.303,59.78,72.245,63.788,65.041,66.861,67.979,0.17335,3.8136,3.62356,0.86664,0.0,0.0,3.71365,-1.17481,-1.12094,0.50737,67.979,-3.829,3.829,GIRAR_A_WAYPOINT,0
1.6,25,kalman,supervisor,11,7,1,0.62544,12,1,61.14,67.007,66.468,64.542,64.073,66.267,67.302,0.17335,3.81381,3.37864,1.11156,0.0,0.0,3.01734,-1.17478,-1.12096,0.68499,67.302,-3.109,3.109,GIRAR_A_WAYPOINT,0
1.664,26,kalman,supervisor,11,7,1,0.6256,12,1,61.605,71.001,70.115,69.849,66.303,66.213,67.135,0.17336,3.81395,3.18396,1.31252,6.4e-05,0.00101,2.43709,-1.17457,-1.12114,0.84546,67.135,-2.459,2.459,GIRAR_A_WAYPOINT,0
1.728,27,kalman,supervisor,11,7,1,0.62562,12,1,71.002,64.194,69.049,68.786,67.598,66.1,67.215,0.17337,3.81405,3.02696,1.46952,0.0,0.0,1.93419,-1.17456,-1.12116,0.97931,67.215,-1.916,1.916,GIRAR_A_WAYPOINT,0
1.792,28,kalman,supervisor,11,7,1,0.62562,12,1,66.049,61.029,64.085,64.002,63.539,65.311,66.572,0.17337,3.81412,2.90136,1.58884,-6.4e-05,-0.00101,1.50867,-1.17457,-1.12116,1.06442,66.572,-1.57,1.57,GIRAR_A_WAYPOINT,0
1.856,29,kalman,supervisor,11,7,1,0.62562,12,1,68.194,77.661,64.706,69.33,72.928,66.888,67.674,0.17337,3.81416,2.80088,1.68932,-0.0,-0.0,1.23788,-1.17457,-1.12116,1.13344,67.674,0.905,3.485,SEGUIR_RUTA,1
1.92,30,kalman,supervisor,11,7,1,0.62299,12,1,67.39,71.83,68.031,75.06,69.61,67.995,68.297,0.17337,3.81419,2.8574,1.9154,0.002897,0.04526,1.04447,-1.17345,-1.11864,1.19274,68.297,1.14,3.25,SEGUIR_RUTA,0
1.984,31,kalman,supervisor,11,7,1,0.62025,12,1,70.059,67.687,68.106,65.849,68.873,68.51,68.684,0.17337,3.81422,2.93276,2.12264,0.002897,0.04526,0.81236,-1.17245,-1.116,1.23905,68.684,1.324,3.066,SEGUIR_RUTA,0
2.048,32,kalman,supervisor,11,7,1,0.6175,12,1,68.266,71.62,64.98,60.444,69.943,68.978,69.189,0.17337,3.81423,3.02068,2.31732,0.002897,0.04526,0.65763,-1.17157,-1.11334,1.27753,69.189,1.476,2.914,SEGUIR_RUTA,0
2.112,33,kalman,supervisor,11,7,1,0.61474,12,1,61.083,62.704,68.835,70.533,61.894,68.649,68.212,0.17337,3.81424,3.11488,2.50572,0.002897,0.04526,0.58026,-1.1708,-1.11065,1.30951,68.212,1.603,2.787,SEGUIR_RUTA,0
2.176,34,kalman,supervisor,11,7,1,0.61197,12,1,67.843,70.896,66.535,65.147,69.37,67.938,68.694,0.17337,3.81425,3.21536,2.68156,0.002832,0.04425,0.46421,-1.17011,-1.10795,1.33606,68.694,1.708,2.682,SEGUIR_RUTA,0
2.24,35,kalman,supervisor,11,7,1,0.6092,12,1,66.705,68.107,68.457,63.887,67.406,67.497,68.751,0.17338,3.81425,3.32212,2.85112,0.002832,0.04425,0.38684,-1.16949,-1.10523,1.35806,68.751,1.796,2.595,SEGUIR_RUTA,0
2.304,36,kalman,supervisor,11,7,1,0.60642,12,1,63.93,72.795,65.589,57.557,68.363,67.395,68.978,0.17338,3.81425,3.44144,3.02068,0.002961,0.04627,0.30947,-1.16892,-1.1025,1.37625,68.978,1.868,2.522,SEGUIR_RUTA,0
2.368,37,kalman,supervisor,11,7,1,0.60364,12,1,68.884,62.977,59.918,61.936,65.93,66.592,68.737,0.17338,3.81426,3.56076,3.18396,0.002897,0.04526,0.27079,-1.1684,-1.09975,1.39125,68.737,1.927,2.463,SEGUIR_RUTA,0
2.432,38,kalman,supervisor,11,7,1,0.60085,12,1,64.865,68.418,73.338,62.838,66.641,67.542,68.654,0.17338,3.81426,3.68008,3.34096,0.002832,0.04425,0.2321,-1.16792,-1.097,1.40357,68.654,1.976,2.414,SEGUIR_RUTA,0
2.496,39,kalman,supervisor,11,7,1,0.59806,12,1,69.434,67.714,62.059,75.589,68.574,67.383,68.921,0.17338,3.81426,3.80568,3.49168,0.002832,0.04425,0.15474,-1.16747,-1.09424,1.41368,68.921,2.016,2.374,SEGUIR_RUTA,0
2.56,40,kalman,supervisor,11,7,1,0.59527,12,1,67.131,67.768,64.698,62.995,67.45,67.392,68.954,0.17338,3.81426,3.93756,3.6424,0.002897,0.04526,0.11605,-1.16704,-1.09148,1.42194,68.954,2.049,2.341,SEGUIR_RUTA,0
2.624,41,kalman,supervisor,11,7,1,0.59247,12,1,60.622,61.118,59.569,76.039,60.87,65.893,67.839,0.17338,3.81426,4.06944,3.79312,0.002897,0.04526,0.11605,-1.16664,-1.08871,1.42868,67.839,2.076,2.314,SEGUIR_RUTA,0
2.688,42,kalman,supervisor,11,7,1,0.58967,12,1,64.772,66.512,69.661,64.483,65.642,65.835,67.746,0.17338,3.81426,4.20132,3.94384,0.002897,0.04526,0.11605,-1.16625,-1.08593,1.43417,67.746,2.098,2.293,SEGUIR_RUTA,0
2.752,43,kalman,supervisor,11,7,1,0.58686,12,1,70.291,68.58,69.933,69.736,69.435,66.394,68.32,0.17338,3.81426,4.3332,4.08828,0.002832,0.04425,0.07737,-1.16587,-1.08315,1.43864,68.32,2.115,2.275,SEGUIR_RUTA,0
2.816,44,kalman,supervisor,11,7,1,0.58406,12,1,65.151,70.821,66.789,69.94,67.986,66.276,68.549,0.17338,3.81426,4.47136,4.23272,0.002897,0.04526,0.03868,-1.16551,-1.08037,1.44228,68.549,2.13,2.261,SEGUIR_RUTA,0
2.88,45,kalman,supervisor,11,7,1,0.58125,12,1,68.345,67.052,71.453,56.09,67.699,66.326,68.689,0.17338,3.81426,4.60952,4.37716,0.002897,0.04526,0.03868,-1.16515,-1.07759,1.44524,68.689,2.141,2.249,SEGUIR_RUTA,0
2.944,46,kalman,supervisor,11,7,1,0.57844,12,1,68.634,66.734,67.799,66.708,67.684,67.689,68.796,0.17338,3.81426,4.7414,4.5216,0.002832,0.04425,0.07737,-1.1648,-1.0748,1.44765,68.796,2.151,2.239,SEGUIR_RUTA,0
3.008,47,kalman,supervisor,11,7,1,0.57563,12,1,65.137,64.694,67.189,66.591,64.915,67.544,68.41,0.17338,3.81426,4.87956,4.66604,0.002897,0.04526,0.03868,-1.16446,-1.07201,1.44961,68.41,2.159,2.231,SEGUIR_RUTA,0
3.072,48,kalman,supervisor,11,7,1,0.57282,12,1,62.49,66.947,69.412,63.9,64.718,66.6,68.057,0.17338,3.81426,5.01772,4.81048,0.002897,0.04526,0.03868,-1.16412,-1.06922,1.45123,68.057,2.165,2.225,SEGUIR_RUTA,0
3.136,49,kalman,supervisor,11,7,1,0.57001,12,1,65.994,70.223,64.689,68.81,68.109,66.625,68.347,0.17338,3.81426,5.15588,4.94864,0.002832,0.04425,0.0,-1.16379,-1.06643,1.45257,68.347,2.17,2.22,SEGUIR_RUTA,0
3.2,50,kalman,supervisor,11,7,1,0.5672,12,1,67.61,66.006,76.029,64.033,66.808,66.447,68.368,0.17338,3.81426,5.29404,5.09308,0.002897,0.04526,0.03868,-1.16346,-1.06364,1.45367,68.368,2.175,2.215,SEGUIR_RUTA,0
3.264,51,kalman,supervisor,11,7,1,0.56439,12,1,71.374,65.079,64.842,69.04,68.226,66.555,68.637,0.17338,3.81426,5.43848,5.23752,0.002961,0.04627,0.0,-1.16314,-1.06085,1.45457,68.637,2.178,2.212,SEGUIR_RUTA,0
3.328,52,kalman,supervisor,11,7,1,0.56158,12,1,61.154,63.082,67.078,71.641,62.118,65.996,67.788,0.17338,3.81426,5.57664,5.37568,0.002832,0.04425,0.0,-1.16281,-1.05806,1.45532,67.788,2.181,2.209,SEGUIR_RUTA,0
3.392,53,kalman,supervisor,11,7,1,0.55877,12,1,70.206,67.109,79.3,70.656,68.658,66.784,68.226,0.17338,3.81426,5.7148,5.52012,0.002897,0.04526,0.03868,-1.16249,-1.05527,1.45594,68.226,2.184,2.206,SEGUIR_RUTA,0
3.456,54,kalman,supervisor,11,7,1,0.55596,12,1,69.137,71.515,67.889,68.118,70.326,67.227,68.871,0.17338,3.81426,5.85296,5.65828,0.002832,0.04425,0.0,-1.16217,-1.05248,1.45645,68.871,2.186,2.204,SEGUIR_RUTA,0
3.52,55,kalman,supervisor,11,7,1,0.55315,12,1,60.905,67.036,64.31,63.224,63.97,66.66,68.315,0.17338,3.81426,5.9974,5.80272,0.002961,0.04627,0.0,-1.16185,-1.04968,1.45687,68.315,2.187,2.203,SEGUIR_RUTA,0
3.584,56,kalman,supervisor,11,7,1,0.55034,12,1,72.453,62.885,69.885,67.113,67.669,66.548,68.484,0.17338,3.81426,6.13556,5.94088,0.002832,0.04425,0.0,-1.16153,-1.04689,1.45722,68.484,2.189,2.201,SEGUIR_RUTA,0
3.648,57,kalman,supervisor,11,7,1,0.54753,12,1,68.736,65.573,63.955,66.324,67.154,67.555,68.534,0.17338,3.81426,6.27372,6.07904,0.002832,0.04425,0.0,-1.16121,-1.0441,1.4575,68.534,2.19,2.2,SEGUIR_RUTA,0
3.712,58,kalman,supervisor,11,7,1,0.54472,12,1,60.291,66.631,66.925,66.318,63.461,66.516,67.942,0.17338,3.81426,6.41188,6.22348,0.002897,0.04526,0.03868,-1.16089,-1.04131,1.45774,67.942,2.191,2.199,SEGUIR_RUTA,0
3.776,59,kalman,supervisor,11,7,1,0.54191,12,1,75.428,71.961,95.328,72.419,73.695,67.19,69.227,0.17338,3.81426,6.55632,6.36164,0.002897,0.04526,-0.03868,-1.16058,-1.03852,1.45793,69.227,2.192,2.199,SEGUIR_RUTA,0
3.84,60,kalman,supervisor,11,7,1,0.5391,12,1,60.269,71.337,68.205,65.988,65.803,67.556,68.92,0.17338,3.81426,6.69448,6.50608,0.002897,0.04526,0.03868,-1.16026,-1.03573,1.45809,68.92,2.192,2.198,SEGUIR_RUTA,0
3.904,61,kalman,supervisor,11,7,1,0.53629,12,1,61.886,74.617,66.738,67.773,68.252,67.673,69.085,0.17338,3.81426,6.83264,6.64424,0.002832,0.04425,0.0,-1.15994,-1.03293,1.45822,69.085,2.193,2.197,SEGUIR_RUTA,0
3.968,62,kalman,supervisor,11,7,1,0.53348,12,1,70.766,72.236,66.753,72.271,71.501,68.542,69.792,0.17338,3.81426,6.97708,6.7824,0.002897,0.04526,-0.03868,-1.15963,-1.03014,1.45833,69.792,2.193,2.197,SEGUIR_RUTA,0
4.032,63,kalman,supervisor,11,7,1,0.53067,12,1,60.781,69.71,73.228,62.366,65.245,68.899,69.291,0.17338,3.81426,7.11524,6.92684,0.002897,0.04526,0.03868,-1.15931,-1.02735,1.45842,69.291,2.194,2.197,SEGUIR_RUTA,0
4.096,64,kalman,supervisor,11,7,1,0.52786,12,1,67.38,60.854,67.359,65.393,64.117,66.984,68.675,0.17338,3.81426,7.2534,7.065,0.002832,0.04425,0.0,-1.159,-1.02456,1.45849,68.675,2.194,2.196,SEGUIR_RUTA,0
4.16,65,kalman,supervisor,11,7,1,0.52506,12,1,66.703,69.964,70.145,68.216,68.334,67.49,68.909,0.17338,3.81426,7.39784,7.20944,0.002961,0.04627,-0.0,-1.15868,-1.02177,1.45855,68.909,2.194,2.196,SEGUIR_RUTA,0
4.224,66,kalman,supervisor,11,7,1,0.52225,12,1,67.838,68.18,66.079,69.198,68.009,67.441,69.034,0.17338,3.81426,7.536,7.3476,0.002832,0.04425,0.0,-1.15837,-1.01897,1.4586,69.034,2.194,2.196,SEGUIR_RUTA,0
4.288,67,kalman,supervisor,11,7,1,0.51944,12,1,70.508,75.631,71.641,63.602,73.069,67.755,70.021,0.17338,3.81426,7.68044,7.48576,0.002897,0.04526,-0.03868,-1.15805,-1.01618,1.45864,70.021,2.194,2.196,SEGUIR_RUTA,0
4.352,68,kalman,supervisor,11,7,1,0.51663,12,1,66.086,66.799,69.948,64.244,66.443,67.994,69.688,0.17338,3.81426,7.8186,7.6302,0.002897,0.04526,0.03868,-1.15774,-1.01339,1.45867,69.688,2.195,2.196,SEGUIR_RUTA,0
4.416,69,kalman,supervisor,11,7,1,0.51382,12,1,66.724,70.027,71.959,67.956,68.375,68.846,69.741,0.17338,3.81426,7.95676,7.76836,0.002832,0.04425,0.0,-1.15743,-1.0106,1.4587,69.741,2.195,2.196,SEGUIR_RUTA,0
4.48,70,kalman,supervisor,11,7,1,0.51101,12,1,63.346,74.718,62.424,65.789,69.032,68.986,69.906,0.17338,3.81426,8.1012,7.90652,0.002897,0.04526,-0.03868,-1.15711,-1.0078,1.45872,69.906,2.195,2.195,SEGUIR_RUTA,0
4.544,71,kalman,supervisor,11,7,1,0.5082,12,1,60.363,69.104,102.352,70.677,64.734,68.331,69.296,0.17338,3.81426,8.23936,8.05096,0.002897,0.04526,0.03868,-1.1568,-1.00501,1.45873,69.296,2.195,2.195,SEGUIR_RUTA,0
4.608,72,kalman,supervisor,11,7,1,0.50539,12,1,68.361,71.53,72.621,70.656,69.945,67.706,69.69,0.17338,3.81426,8.37752,8.18912,0.002832,0.04425,0.0,-1.15648,-1.00222,1.45875,69.69,2.195,2.195,SEGUIR_RUTA,0
4.672,73,kalman,supervisor,11,7,1,0.50258,11,1,68.726,62.581,113.512,68.474,65.654,67.548,69.284,0.17338,3.81426,8.52196,8.33356,0.002961,0.04627,0.0,-1.15617,-0.99943,1.45876,69.284,2.195,2.195,SEGUIR_RUTA,0
4.736,74,kalman,supervisor,11,7,1,0.49977,11,1,68.561,71.312,92.047,67.155,69.937,67.86,69.678,0.17338,3.81426,8.66012,8.47172,0.002832,0.04425,0.0,-1.15586,-0.99664,1.45876,69.678,2.195,2.195,SEGUIR_RUTA,0
4.8,75,kalman,supervisor,11,7,1,0.49696,11,1,65.261,68.439,102.725,68.138,66.85,67.424,69.469,0.17338,3.81426,8.79828,8.60988,0.002832,0.04425,0.0,-1.15554,-0.99384,1.45877,69.469,2.195,2.195,SEGUIR_RUTA,0
4.864,76,kalman,supervisor,11,7,1,0.49415,11,1,64.81,64.711,107.869,69.906,64.76,67.429,68.946,0.17338,3.81426,8.94272,8.75432,0.002961,0.04627,0.0,-1.15523,-0.99105,1.45878,68.946,2.195,2.195,SEGUIR_RUTA,0
4.928,77,kalman,supervisor,11,7,1,0.49134,11,1,69.039,65.309,63.052,67.516,67.174,66.875,68.92,0.17338,3.81426,9.08088,8.89248,0.002832,0.04425,0.0,-1.15491,-0.98826,1.45878,68.92,2.195,2.195,SEGUIR_RUTA,0
4.992,78,kalman,supervisor,11,7,1,0.48853,11,1,67.772,66.163,119.382,64.129,66.967,67.138,68.862,0.17338,3.81426,9.21904,9.03064,0.002832,0.04425,0.0,-1.1546,-0.98547,1.45879,68.862,2.195,2.195,SEGUIR_RUTA,0
5.056,79,kalman,supervisor,11,7,1,0.48572,11,1,65.482,70.791,65.64,70.921,68.137,66.778,69.03,0.17338,3.81426,9.36348,9.17508,0.002961,0.04627,0.0,-1.15428,-0.98268,1.45879,69.03,2.195,2.195,SEGUIR_RUTA,0
5.12,80,kalman,supervisor,11,7,1,0.48291,11,1,70.599,65.601,127.717,72.152,68.1,67.028,69.15,0.17338,3.81426,9.50164,9.31324,0.002832,0.04425,0.0,-1.15397,-0.97988,1.45879,69.15,2.195,2.195,SEGUIR_RUTA,0
5.184,81,kalman,supervisor,11,7,1,0.4801,11,1,64.23,71.118,67.529,63.302,67.674,67.61,69.181,0.17338,3.81426,9.64608,9.4514,0.002897,0.04526,-0.03868,-1.15366,-0.97709,1.45879,69.181,2.195,2.195,SEGUIR_RUTA,0
5.248,82,kalman,supervisor,11,7,1,0.47729,11,1,59.833,69.137,120.002,67.251,64.485,67.073,68.654,0.17338,3.81426,9.78424,9.59584,0.002897,0.04526,0.03868,-1.15334,-0.9743,1.45879,68.654,2.195,2.195,SEGUIR_RUTA,0
5.312,83,kalman,supervisor,11,7,1,0.47448,11,1,65.776,71.926,71.745,70.096,68.851,67.449,68.969,0.17338,3.81426,9.9224,9.734,0.002832,0.04425,0.0,-1.15303,-0.97151,1.4588,68.969,2.195,2.195,SEGUIR_RUTA,0
5.376,84,kalman,supervisor,11,7,1,0.47167,11,1,69.291,70.304,91.513,74.525,69.797,67.781,69.407,0.17338,3.81426,10.06684,9.87844,0.002961,0.04627,0.0,-1.15271,-0.96871,1.4588,69.407,2.195,2.195,SEGUIR_RUTA,0
5.44,85,kalman,supervisor,11,7,1,0.46886,11,1,67.935,69.748,80.61,67.272,68.842,67.93,69.59,0.17338,3.81426,10.205,10.0166,0.002832,0.04425,0.0,-1.1524,-0.96592,1.4588,69.59,2.195,2.195,SEGUIR_RUTA,0
5.504,86,kalman,supervisor,11,7,1,0.46605,11,1,62.879,70.983,100.699,69.209,66.931,67.781,69.41,0.17338,3.81426,10.34316,10.15476,0.002832,0.04425,0.0,-1.15209,-0.96313,1.4588,69.41,2.195,2.195,SEGUIR_RUTA,0
5.568,87,kalman,supervisor,11,7,1,0.46324,11,1,63.31,66.83,112.454,70.18,65.07,67.898,68.951,0.17338,3.81426,10.4876,10.2992,0.002961,0.04627,0.0,-1.15177,-0.96034,1.4588,68.951,2.195,2.195,SEGUIR_RUTA,0
5.632,88,kalman,supervisor,11,7,1,0.46043,11,1,70.492,69.849,105.516,67.229,70.171,68.162,69.443,0.17338,3.81426,10.62576,10.43736,0.002832,0.04425,0.0,-1.15146,-0.95755,1.4588,69.443,2.195,2.195,SEGUIR_RUTA,0
5.696,89,kalman,supervisor,11,7,1,0.45762,11,1,65.581,68.94,94.148,62.422,67.26,67.655,69.346,0.17338,3.81426,10.76392,10.57552,0.002832,0.04425,-0.0,-1.15114,-0.95475,1.4588,69.346,2.195,2.195,SEGUIR_RUTA,0
5.76,90,kalman,supervisor,11,7,1,0.45481,11,1,61.35,70.254,129.629,72.052,65.802,67.047,69.025,0.17338,3.81426,10.90836,10.71996,0.002961,0.04627,0.0,-1.15083,-0.95196,1.4588,69.025,2.195,2.195,SEGUIR_RUTA,0
5.824,91,kalman,supervisor,11,7,1,0.452,11,1,68.006,75.589,146.378,67.214,71.798,68.02,69.787,0.17338,3.81426,11.04652,10.85812,0.002832,0.04425,0.0,-1.15052,-0.94917,1.4588,69.787,2.195,2.195,SEGUIR_RUTA,0
5.888,92,kalman,supervisor,11,7,1,0.44919,11,1,69.596,68.456,109.978,64.87,69.026,68.811,69.942,0.17338,3.81426,11.19096,10.99628,0.002897,0.04526,-0.03868,-1.1502,-0.94638,1.4588,69.942,2.195,2.195,SEGUIR_RUTA,0
5.952,93,kalman,supervisor,11,7,1,0.44638,11,1,64.792,68.135,134.949,70.837,66.463,68.07,69.626,0.17338,3.81426,11.32912,11.14072,0.002897,0.04526,0.03868,-1.14989,-0.94359,1.4588,69.626,2.195,2.195,SEGUIR_RUTA,0
6.016,94,kalman,supervisor,11,7,1,0.44357,11,1,63.608,64.986,93.651,68.118,64.297,67.477,68.983,0.17338,3.81426,11.46728,11.27888,0.002832,0.04425,-0.0,-1.14957,-0.94079,1.4588,68.983,2.195,2.195,SEGUIR_RUTA,0
6.08,95,kalman,supervisor,11,7,1,0.44076,11,1,68.328,66.869,94.841,60.774,67.598,67.836,69.037,0.17338,3.81426,11.61172,11.42332,0.002961,0.04627,0.0,-1.14926,-0.938,1.4588,69.037,2.195,2.195,SEGUIR_RUTA,0
6.144,96,kalman,supervisor,11,7,1,0.43795,11,1,69.042,68.135,107.974,74.419,68.588,67.194,69.24,0.17338,3.81426,11.74988,11.56148,0.002832,0.04425,0.0,-1.14895,-0.93521,1.4588,69.24,2.195,2.195,SEGUIR_RUTA,0
6.208,97,kalman,supervisor,11,7,1,0.43514,11,1,67.246,65.314,134.56,74.147,66.28,66.645,69.008,0.17338,3.81426,11.88804,11.69964,0.002832,0.04425,0.0,-1.14863,-0.93242,1.4588,69.008,2.195,2.195,SEGUIR_RUTA,0
6.272,98,kalman,supervisor,11,7,1,0.43233,11,1,68.618,65.435,113.713,64.587,67.027,66.758,68.958,0.17338,3.81426,12.03248,11.84408,0.002961,0.04627,0.0,-1.14832,-0.92962,1.4588,68.958,2.195,2.195,SEGUIR_RUTA,0
